Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-1.5837,-1.9500,-1.9305,-1.6781,-1.5065,-0.8451,-3.7415,-1.8325,-0.3968,-0.6395,2.6003,-16.0091,8.9736,7.4610,-1.8351,22.5855,12.2569,19.3070,-1.9478,15.3760,3.6092,2.7888,4.1108,10.2834,-5.0045,-5.9614,10.0033,15.5012,-1.5639,-0.9705,0.0000,9.5238,-4.3478,-2.2727,-4.6512,2.4390,7.1429,6.6667,-6.2500,-2.2222,6.8182,-2.1277,4.3478,0.0000,10.4167,5.6604,2.4484,1.3873,13.8221,-4.2749,1.8041,0.6773,3.8528
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,5.7446,-0.3447,-3.3064,0.3901,3.9619,8.2671,6.3619,6.4741,5.5541,3.4184,8.3263,6.4036,11.5232,9.0721,5.1000,4.9053,8.0539,3.1419,5.1837,8.7327,6.4733,6.8072,6.3326,10.7847,8.4124,8.7088,6.8015,5.6376,9.3917,3.8375,3.5869,5.1063,5.1879,4.7810,3.1314,6.3039,6.4387,2.9513,3.5366,4.5880,5.2319
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5665,3.8731,-6.3452,-8.7000,-9.9000,-14.2000,-22.9000,-12.2000,-10.0000,-3.0000,-1.9000,-0.2000,5.9000,8.8000,5.3396,9.5166,11.7954,3.0712,7.5714,8.2158,2.2435,-15.1365,4.0920,5.4453,0.1523,0.0454,-10.0789,-9.7730,2.4410,2.3600,3.4884,3.1995,-3.7528,3.4456,-28.7586,5.3000
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,36.6124,39.0796,76.6202,14.4980,6.2274,16.5269,21.4393,-1.5896,20.9236,23.8748,4.6592,-6.7193,-4.7458,4.0170,-3.5945,-14.9581,3.3820,-2.6189,12.3379,18.3280,0.8601,3.3449,1.2612,6.8961,6.6879,5.7984,8.1904,0.2920,2.9022,10.8527,1.3991,2.4335,8.8005,9.5664,4.8551,9.8373,3.1844,3.1918,-5.2429,1.6029,6.2161,1.8245,5.0556,4.1657,6.7868,5.5615,0.7351,1.3139,1.1083,-4.9571,4.3548,7.8504,3.4039
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.7013,1.0987,4.8595,5.5948,2.1303,1.5674,2.7757,5.4727,1.9391,2.7086,3.5047,4.3217,6.5238,-2.4844,-1.4736,2.9103,2.4578,4.2043,3.7490,-2.0314,-0.7877,1.9949,4.2219,2.2691,4.1474,3.1503,5.3927,5.7324,2.5776,0.7338,-1.1031,0.4011,2.4898,3.8460,2.5317,2.5820,4.9249,3.4143,3.0662,4.3187,2.5787,1.7920,3.1466,2.4265,2.7388,2.3863,2.6203,-0.2257,-4.6150,2.2387,1.1451,1.5129,1.7923,3.1958,2.2203,1.9211,2.6551,1.4038,1.6416,-10.3599,8.6749,4.3452,0.1040
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.3000,6.1000,4.4000,5.8000,6.4000,6.5000,2.5000,4.8000,3.1000,0.2166,3.2927,5.2555,5.6457,-0.5406,-0.2056,5.3880,4.6242,5.5352,3.1660,-0.2568,2.5377,-1.8030,4.5838,7.2365,4.1696,3.4627,3.4546,4.1770,3.6722,1.8860,-0.1083,3.5225,2.7518,4.0290,2.6844,3.7728,4.4471,4.4831,4.7884,4.0776,0.9555,1.7004,2.7956,3.8478,3.4835,2.7845,2.0039,0.1136,-2.5765,2.6952,1.5644,2.2891,2.1178,2.5238,2.9456,1.8195,2.4576,2.9665,2.4670,-2.2135,5.8002,1.9355,2.5427
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.4930,-1.5745,0.1705,2.4405,1.0456,3.0629,-3.6568,1.8889,5.8647,2.3332,-0.2517,-1.3196,0.2752,2.8953,6.0969,3.9355,1.4555,5.3740,6.1991,5.8434,1.5596,-9.7579,-10.2744,-1.1426,1.4665,8.8098,7.9931,1.4809,1.1039,0.2973,3.5388,7.9316,2.6575,7.2813,-1.4476,5.5780,8.5477,4.5189,-1.5209,-1.9299,-3.8441,-7.7320,0.8053,5.0042,7.4601,4.0986,6.5415,7.1761,4.2435,7.8034,5.1621,3.5382,4.6375,3.2388,0.3707,1.6898,1.7404,0.1645,0.9286,-7.3801,5.5619,4.7073,0.3675
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1386,3.0913,1.6000,-0.4920,-11.2000,-2.3000,-5.2000,-0.9000,1.7000,5.2000,4.3000,4.3000,3.8350,4.1638,3.9735,4.2326,7.4490,6.9500,7.4514,9.4730,9.0292,8.0509,7.5972,7.5251,7.1024,7.2966,6.8738,7.2188,5.9322,4.3953,5.8797,5.9816,1.9956,7.4034,5.6688,5.9890
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,-11.3998,4.3780,1.9799,3.0096,9.5750,1.0016,-0.1505,-2.8939,-1.6929,1.5319,11.6957,3.1476,2.5854,0.7354,9.0815,1.0039,2.3273,4.9068,1.1769,0.3373,5.9248,-3.3976,-5.1983,4.2883,3.9874,5.3053,8.4607,2.8759,5.6010,3.0373,1.2589,3.1398,1.0100,0.4634,3.1369,0.3665,4.6888,6.3173,2.9002,3.2412,-4.9925,-1.5523,1.9161,2.2129
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.1925,8.5329,3.9010,11.1293,4.1629,1.5103,2.8339,7.3372,0.7060,7.7119,1.4793,1.2828,7.1100,2.0693,2.8963,7.7277,6.2708,2.3469,0.7644,-4.4213,-0.3628,-2.0710,-3.7648,1.4422,0.1933,6.5103,3.5816,5.8214,-8.5699,6.4679,9.7299,6.0605,0.2754,-2.3495,3.9517,-0.1978,6.3709,0.2941,-5.9705,3.6869,3.3942,-8.8556,-7.7553,18.2866,10.3179,9.8721,8.7536,5.2779,-3.2023,-1.4888,4.1764,5.6260,1.3431,-3.8944,,,,,,,,,
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,3.8059,2.7893,3.5835,5.1350,7.3645,5.1009,5.9608,8.6460,8.0727,8.8390,9.5405,9.3400,8.1521,5.7645,4.7736,6.7873,6.1929,6.3208,6.8991,7.5364,7.5472,6.9780,7.1295,5.6618,5.3979,6.4232,6.4132,5.5045,5.5535,6.4222,6.9872,6.6900,6.9402,7.4650,7.3593,2.8654,2.5537,8.1235,5.0464
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3961,3.2859,3.4853,3.5050,4.0106,1.2186,-6.5948,0.5964,-8.2042,-14.8125,-6.2852,-1.7745,-0.4251,1.6009,-0.7353,1.9048,2.9335,-1.9168,2.8542,,
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1185,1.2152,14.6672,14.3342,8.2804,-8.5562,-9.3106,-12.4892,14.0159,21.9252,11.2907,-0.9966,3.7883,7.4292,8.5935,5.7774,9.6008,6.0965,4.6986,-0.1579,3.7213,8.8646,1.4194,1.2271,1.3627,-11.3185,7.0120,4.0828,-5.5088
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2935,8.2076,4.0020,6.7219,5.6694,4.6350,5.2311,6.0067,3.7755,6.1819,3.8036,3.9352,3.7474,3.9727,5.5917,3.1704,3.3384,3.6476,3.8662,7.7023,-12.7149,2.3930,4.8235,-0.1887,-27.9945,-9.3751,-5.0718,0.7524,,,,,
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.3614,-2.4908,3.2724,12.2140,16.6475,-5.5703,7.9197,1.2483,-0.4369,4.7971,-0.0860,9.2089,-0.9620,6.4282,-2.2693,6.2210,-4.5642,0.5538,-3.0239,3.0356,6.1680,-2.8128,-1.9667,-0.3368,1.6153,0.7239,2.6757,6.2807,-1.0235,-0.4811,-0.0361,-1.7309,6.7973,-8.6254,2.8977,6.2185,3.8140,-0.3857,4.6502,3.8973,5.3169,4.5060,6.9450,7.0324,7.2356,7.9037,8.3524,7.7739,9.2203,10.2982,5.5693,7.5974,5.0575,4.6933,2.9204,3.7551,3.5259,4.0345,1.4413,-2.7851,6.2349,5.2496,5.8325
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.3162,1.4345,6.2443,-1.1062,4.9106,1.5231,8.3670,1.9701,12.4282,22.5652,8.9176,8.3298,2.6047,6.6252,-1.9312,0.4648,-6.8607,-2.7069,3.2970,14.4207,12.5254,2.6343,1.5853,-1.9074,6.9444,2.0990,1.1507,7.5524,5.1998,6.9886,5.5318,-9.0156,1.0515,9.2352,0.1580,10.3607,2.6806,2.8852,-0.8178,-3.0592,1.4396,-8.8940,-16.9951,-5.8075,-5.7111,-3.4615,-3.6533,-17.6689,12.0196,21.4521,14.6202,15.7449,3.1967,1.4845,2.0236,0.9010,4.0803,5.0099,-6.3324,-7.8170,8.4680,6.5224,4.9558
